Timestamp,Input Command,Input Timestamp,Response Timestamp,True Action Sequence,Predicted Action Sequence,Execution Success
2025-01-23T09:43:36.205277,"Mi wantem yu go long ples (2, 2, 0). Taem yu stap long ples ia, tanem 90 degrees long lef mo moov 1.5 m forwad long spid blong 0.8 m/s. Afta dat, talem mi wanem yu save luk raon long yu. Mo sendem mi wan foto blong wanem yu save luk.",2025-01-23T09:43:36.204041,2025-01-23T09:43:42.742985,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 2.0, 'y': 2.0, 'z': 0.0}}, {'action': 'TURN_LEFT', 'angle': 90.0}, {'action': 'FORWARD', 'distance': 1.5, 'speed': 0.8}, {'action': 'DESCRIBE_SURROUNDINGS'}, {'action': 'SEND_IMAGE'}]","Action 1: Go to coordinates x:2, y:2, z:0.  
Action 2: Turn left 90 degrees.  
Action 3: Move forward 1.5 meters at 0.8 m/s.  
Action 4: Describe surroundings.  
Action 5: Send image.",Success
2025-01-23T09:46:45.128994,"ᎯᎠ ᎯᎠᎦ ᎤᏍᏆᏓᏅ ᎢᏳᏍᏗ (2, 2, 0) ᎤᏓᏅᏙᎢ. ᎯᎠ ᎢᏳᏍᏗ ᏗᎦᏙᏗᏍᏗ, ᎤᏪᏌ 90 ᏕᎦᏟ ᎠᏍᏆᏓ ᏗᏍᏆᏓᏅ ᏓᏟᏍᏆᏅ 1.5 ᎹᏉᏗ ᎤᏓᏅᏙᎢ ᏗᏜᏗᏍᏆᏅ 0.8 ᎹᏉᏗ/Ꭼ. ᎠᏆᏙᎢ ᎢᏳᏍᏗ ᎦᏙᎢ ᎤᏓᏅᏙᎢ ᎨᏒᏅ ᎠᏍᏆᏓ. ᏙᏆᏙᏗᏍᏗ ᏚᏙᏗᏍᏗ ᏕᏓᏅᏙᎢ ᏙᎦᏙᎢ.",2025-01-23T09:46:45.128092,2025-01-23T09:46:53.231638,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 2.0, 'y': 2.0, 'z': 0.0}}, {'action': 'TURN_RIGHT', 'angle': 90.0}, {'action': 'FORWARD', 'distance': 1.5, 'speed': 0.8}, {'action': 'DESCRIBE_SURROUNDINGS'}]","Action 1: Go to coordinates x:2, y:2, z:0.
Action 2: Turn right 90 degrees.
Action 3: Move forward 1.5 meters at 0.8 m/s.
Action 4: Describe surroundings.",Success
2025-01-23T09:51:40.254077,"Ua mochen kopwe feino ngeni ewe neni (2, 2,0). Nupwen ka nomw, kopwe suki 90 tikiri ngeni ewe epek me kopwe mwokut 1.5 m ngeni mwach non ew 0.8 m/s. Mwirin, awewei met ka tongeni kuna unukum. Pwal och, kopwe tinato ngeniei eu sasingin om ekiek ikenai.",2025-01-23T09:51:40.253042,2025-01-23T09:51:45.682388,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 2.0, 'y': 2.0, 'z': 0.0}}, {'action': 'TURN_RIGHT', 'angle': 90.0}, {'action': 'FORWARD', 'distance': 1.5, 'speed': 0.8}, {'action': 'DESCRIBE_SURROUNDINGS'}, {'action': 'SEND_IMAGE'}]","Action 1: Go to coordinates x:2, y:2, z:0.  
Action 2: Turn right 90 degrees.  
Action 3: Move forward 1.5 meters at 0.8 m/s.  
Action 4: Describe surroundings.  
Action 5: Send image.",Success
2025-01-23T09:53:05.983320,"Kuv xav kom koj mus rau qhov chaw (2, 2,0). Thaum nyob ntawd, tig 90 degrees rau sab laug thiab txav mus rau 1.5 m rau pem hauv ntej ntawm 0.8 m / s. Tom qab ntawd, piav qhia qhov koj tuaj yeem pom nyob ib puag ncig koj. Tsis tas li, xa kuv daim duab ntawm koj qhov kev pom tam sim no.",2025-01-23T09:53:05.981978,2025-01-23T09:53:10.777774,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 2.0, 'y': 2.0, 'z': 0.0}}, {'action': 'TURN_LEFT', 'angle': 90.0}, {'action': 'FORWARD', 'distance': 1.5, 'speed': 0.8}, {'action': 'DESCRIBE_SURROUNDINGS'}, {'action': 'SEND_IMAGE'}]","ReLI-Robo:
Action 1: Go to coordinates x:2, y:2, z:0.
Action 2: Turn left 90 degrees.
Action 3: Move forward 1.5 meters at 0.8 m/s.
Action 4: Describe surroundings.
Action 5: Send image.",Success
2025-01-23T09:59:51.751197,"Эпӗ сире (2, 2,0) вырӑна каясшӑн. Унта чухне 90 градус сулахаялла пӑрӑнӑр та 1,5 м малалла 0,8 м/с хӑвӑртлӑхпа куҫӑр. Унтан хӑвӑр тавра мӗн курма пултарнине ҫырса кӑтартӑр. Ҫавӑн пекех мана хӑвӑрӑн хальхи курӑнӑвӑн сӑнӳкерчӗкне ярса парӑр.",2025-01-23T09:59:51.749854,2025-01-23T10:00:03.937159,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 2.0, 'y': 2.0, 'z': 0.0}}, {'action': 'TURN_RIGHT', 'angle': 90.0}, {'action': 'FORWARD', 'distance': 1.5, 'speed': 0.8}, {'action': 'ROTATE_TO_FACE', 'object_name': 'table.'}, {'action': 'FORWARD', 'distance': 1.0}, {'action': 'DESCRIBE_SURROUNDINGS'}]","ReLI-Robo:
Action 1: Go to coordinates x:2, y:2, z:0.
Action 2: Turn right 90 degrees.
Action 3: Move forward 1.5 meters at 0.8 m/s.
Action 4: Rotate to face the table.
Action 5: Move forward 1 meter.
Action 6: Describe surroundings.",Success
2025-01-23T10:52:29.879014,"Фæнды мæ, цæмæй ацæуай бынатмæ (2, 2,0). Уым уæвгæйæ, 90 градусы галиуырдыгæй рацу æмæ 1,5 м размæ ацæу 0,8 м/с тагъдадæй. Уый фæстæ радзурут, уæ ​​алыварс цы уынут, уый. Стæй ма мын æрбарвит дæ ныртæккæйы уындæй къам.",2025-01-23T10:52:29.877725,2025-01-23T10:52:37.425704,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 2.0, 'y': 2.0, 'z': 0.0}}, {'action': 'TURN_RIGHT', 'angle': 90.0}, {'action': 'CIRCULAR_MOTION', 'radius': 1.5, 'speed': 0.8, 'speed_unit': 'm/s', 'direction': 'clockwise', 'angle': 360.0}, {'action': 'DESCRIBE_SURROUNDINGS'}]","Action 1: Go to coordinates x:2, y:2, z:0.  
Action 2: Turn right 90 degrees.  
Action 3: Move in a circle of radius 1.5 meters at 0.8 m/s.  
Action 4: Describe surroundings.",Success
2025-01-23T10:55:27.586571,"Fellout a ra din ez afec'h d'al lec'h (2, 2,0). E-keit ma'z oc'h eno, troit 90 derez war-du an tu kleiz ha kit 1,5 m war-raok gant un tizh a 0,8 m/s. Goude-se, deskrivit ar pezh a welit tro-dro deoc'h. Kasit din ivez ur foto eus ho gwel bremañ.",2025-01-23T10:55:27.584933,2025-01-23T10:55:36.597920,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 2.0, 'y': 2.0, 'z': 0.0}}, {'action': 'TURN_LEFT', 'angle': 90.0}, {'action': 'FORWARD', 'distance': 1.5, 'speed': 0.8}, {'action': 'DESCRIBE_SURROUNDINGS'}, {'action': 'SEND_IMAGE'}]","Action 1: Go to coordinates x:2, y:2, z:0.  
Action 2: Turn left 90 degrees.  
Action 3: Move forward 1.5 meters at 0.8 m/s.  
Action 4: Describe surroundings.  
Action 5: Send image.",Success
2025-01-23T10:58:38.576228,"Vuliu ca vai ô postu (2, 2,0). Mentri stai ddà, gira 90 gradi a manu manca e spusta 1,5 m avanti a na vilucità di 0,8 m/s. Doppu, discrìviri chiḍḍu ca pò vìdiri ntunnu a te. Inoltri, mannami na fotu dâ to vista attuali.",2025-01-23T10:58:38.574858,2025-01-23T10:58:44.595323,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 2.0, 'y': 2.0, 'z': 0.0}}, {'action': 'TURN_LEFT', 'angle': 90.0}, {'action': 'FORWARD', 'distance': 1.5, 'speed': 0.8}, {'action': 'DESCRIBE_SURROUNDINGS'}, {'action': 'SEND_IMAGE'}]","ReLI-Robo:
Action 1: Go to coordinates x:2, y:2, z:0.
Action 2: Turn left 90 degrees.
Action 3: Move forward 1.5 meters at 0.8 m/s.
Action 4: Describe surroundings.
Action 5: Send image.",Success
2025-01-23T11:00:50.671778,"980 / 5,000
Vurei che te vadi in de la posiziun (2, 2,0). Menter l’è lì, gira de 90 grad a sinistra e spusta 1,5 m ennanz a una velocità de 0,8 m/s. Dopu, descrif chel che pœdet vedèr intorn a te. Mandam anca una foto de la tò vista atual.",2025-01-23T11:00:50.670847,2025-01-23T11:00:56.743289,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 2.0, 'y': 2.0, 'z': 0.0}}, {'action': 'TURN_LEFT', 'angle': 90.0}, {'action': 'FORWARD', 'distance': 1.5, 'speed': 0.8}, {'action': 'DESCRIBE_SURROUNDINGS'}, {'action': 'SEND_IMAGE'}]","Action 1: Go to coordinates x:2, y:2, z:0.  
Action 2: Turn left 90 degrees.  
Action 3: Move forward 1.5 meters at 0.8 m/s.  
Action 4: Describe surroundings.  
Action 5: Send image.",Success
2025-01-24T17:02:52.423429,Head to the secretary's office without exceeding 0.4 m/s.,2025-01-24T17:02:52.422397,2025-01-24T17:02:53.887824,"[{'action': 'NAVIGATE', 'destination_name': ""secretary's office"", 'speed': 0.4}]",Action 1: Navigate to the secretary's office at 0.4 m/s.,Success
2025-01-24T17:04:23.065648,"Rotate 180 degrees at radius 2 meters and speed 0.25 m/s, then stop all movement.",2025-01-24T17:04:23.063961,2025-01-24T17:04:24.605952,"[{'action': 'ROTATE', 'angle': 180.0}]","Action 1: Rotate 180 degrees with a radius of 2 meters at 0.25 m/s.  
Action 2: Pause.",Success
2025-01-24T17:04:47.405343,Can you tell me which objects are directly in front of you now?,2025-01-24T17:04:47.404392,2025-01-24T17:04:48.831801,[{'action': 'DESCRIBE_SURROUNDINGS'}],Action 1: Describe surroundings.,Success
2025-01-24T17:05:06.548273,"Drive forward 1 meter, then rotate to face the lamp you just detected.",2025-01-24T17:05:06.547330,2025-01-24T17:05:08.317641,"[{'action': 'FORWARD', 'distance': 1.0}, {'action': 'ROTATE_TO_FACE', 'object_name': 'lamp.'}]","Action 1: Move forward 1 meter.  
Action 2: Rotate to face the lamp.",Success
2025-01-24T17:05:23.281557,"Stop everything you are doing right now, and head to Prof.'s office.",2025-01-24T17:05:23.280462,2025-01-24T17:05:24.631902,"[{'action': 'NAVIGATE', 'destination_name': ""professor elmar's office""}]","Action 1: Pause.
Action 2: Navigate to professor elmar's office.",Success
2025-01-24T17:07:07.465592,Kindly capture an image of your current environment and send it over.,2025-01-24T17:07:07.464761,2025-01-24T17:07:08.973032,[{'action': 'SEND_IMAGE'}],Action 1: Send image.,Success
2025-01-24T17:07:08.979226,"Among your known destinations, take me to the place where I can work on metal cutting task",2025-01-24T17:07:08.978454,2025-01-24T17:07:10.473497,"[{'action': 'NAVIGATE', 'destination_name': 'workshop'}]",Action 1: Navigate to the workshop.,Success
2025-01-24T17:10:33.217790,"Move forward 3 meters at speed 0.2 m/s, then turn left 90 degrees.",2025-01-24T17:10:33.216523,2025-01-24T17:10:34.886089,"[{'action': 'FORWARD', 'distance': 3.0, 'speed': 0.2}, {'action': 'TURN_LEFT', 'angle': 90.0}]","Action 1: Move forward 3 meters at 0.2 m/s.  
Action 2: Turn left 90 degrees.",Success
2025-01-24T17:10:58.856626,"Go to the location (-1,3,0) at max speed, then describe everything you detect there.",2025-01-24T17:10:58.855570,2025-01-24T17:11:00.711599,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': -1.0, 'y': 3.0, 'z': 0.0}}, {'action': 'DESCRIBE_SURROUNDINGS'}]","Action 1: Go to coordinates x:-1, y:3, z:0 at 1.0 m/s.  
Action 2: Describe surroundings.",Success
2025-01-24T17:11:20.309216,"Which direction are you facing, and what is your yaw angle in degrees?",2025-01-24T17:11:20.307519,2025-01-24T17:11:28.721772,[{'action': 'TELL_ORIENTATION'}],Action 1: Tell orientation.,Success
2025-01-24T17:11:47.191562,Please turn right and move 2 meters at 0.3 m/s,2025-01-24T17:11:47.190454,2025-01-24T17:11:50.265352,"[{'action': 'TURN_RIGHT', 'angle': 90.0}, {'action': 'FORWARD', 'distance': 2.0, 'speed': 0.3}]","Action 1: Turn right 90 degrees.
Action 2: Move forward 2 meters at 0.3 m/s.",Success
2025-01-24T17:12:04.425789,What is your maximum movement speed?,2025-01-24T17:12:04.424605,2025-01-24T17:12:05.701695,What is your maximum movement speed?,My maximum movement speed is 1.0 m/s.,Success
2025-01-24T17:12:15.739305,"Send me a live image, then list any potential obstacles you detect.",2025-01-24T17:12:15.738456,2025-01-24T17:12:17.964616,"[{'action': 'SEND_IMAGE'}, {'action': 'DESCRIBE_SURROUNDINGS'}]","Action 1: Send image.
Action 2: Describe surroundings.",Success
2025-01-24T17:12:29.523656,"Reverse for four meters at 0.5 m/s, then rotate 180°.",2025-01-24T17:12:29.522619,2025-01-24T17:12:32.605590,"[{'action': 'BACKWARD', 'distance': 4.0, 'speed': 0.5}, {'action': 'ROTATE', 'angle': 180.0}]","Action 1: Move backward 4 meters at 0.5 m/s.  
Action 2: Rotate 180 degrees.",Success
2025-01-24T17:12:56.891524,"Rotate to face the newly detected chair, then move forward 1 meter at 0.2 m/s.",2025-01-24T17:12:56.890559,2025-01-24T17:12:58.636912,"[{'action': 'ROTATE_TO_FACE', 'object_name': 'newly detected chair.'}, {'action': 'FORWARD', 'distance': 1.0, 'speed': 0.2}]","Action 1: Rotate to face the newly detected chair.  
Action 2: Move forward 1 meter at 0.2 m/s.",Success
2025-01-24T17:13:10.643604,Describe any humans in your field of view right now.,2025-01-24T17:13:10.642491,2025-01-24T17:13:11.849277,[{'action': 'DESCRIBE_SURROUNDINGS'}],Action 1: Describe surroundings.,Success
2025-01-24T17:13:22.738589,"Travel ahead for 2 meters, turn 90° using a 1-meter radius arc, then continue forward 2 more meters.",2025-01-24T17:13:22.737510,2025-01-24T17:13:24.776042,"[{'action': 'FORWARD', 'distance': 2.0}, {'action': 'FORWARD', 'distance': 2.0}]","Action 1: Move forward 2 meters.  
Action 2: Move in an arc of 90 degrees with a radius of 1 meter.  
Action 3: Move forward 2 meters.",Success
2025-01-24T17:13:36.410519,"Navigate to (5, -2, 0); upon detecting any person present, halt right in front of them.",2025-01-24T17:13:36.409572,2025-01-24T17:13:38.409754,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 5.0, 'y': -2.0, 'z': 0.0}}, {'action': 'NAVIGATE', 'destination_name': 'detected person'}]","Action 1: Go to coordinates x:5, y:-2, z:0.  
Action 2: Navigate to the detected person.",Success
2025-01-24T17:13:52.020462,Please list your currently available abilities or tasks you can carry out.,2025-01-24T17:13:52.019517,2025-01-24T17:13:55.425852,Please list your currently available abilities or tasks you can carry out.,"I can perform the following tasks:

1. Move forward or backward with optional distance and speed.
2. Turn left or right with optional angle and speed.
3. Navigate to named destinations or specific coordinates with optional speed.
4. Rotate with optional angle, radius, and speed.
5. Move in a circle or an arc with specified radius and speed.
6. Describe surroundings.
7. Send an image of the surroundings.
8. Tell current coordinates.
9. Tell object locations.
10. Navigate to detected objects.
11. Pause for a specified duration.",Success
2025-01-24T17:14:08.731764,"Please hurry to the kitchen; once you've arrived, provide a description of what you see.",2025-01-24T17:14:08.729796,2025-01-24T17:14:10.498548,"[{'action': 'NAVIGATE', 'destination_name': 'kitchen'}, {'action': 'DESCRIBE_SURROUNDINGS'}]","Action 1: Navigate to the kitchen at maximum speed of 1.0 m/s.  
Action 2: Describe surroundings.",Success
2025-01-24T17:14:27.850348,"Go forward 1 meter, then reverse for 1 meter, and finally rotate left 90° at a rate of 20 deg/s.",2025-01-24T17:14:27.849559,2025-01-24T17:14:29.758837,"[{'action': 'FORWARD', 'distance': 1.0}, {'action': 'BACKWARD', 'distance': 1.0}, {'action': 'TURN_LEFT', 'angle': 90.0, 'speed': 20.0}]","Action 1: Move forward 1 meter.  
Action 2: Move backward 1 meter.  
Action 3: Turn left 90 degrees at 20 deg/s.",Success
2025-01-24T17:15:07.005292,"Proceed to (1,4,0) at 0.3 m/s, execute a 180° rotation, and report your visual observations.",2025-01-24T17:15:07.004508,2025-01-24T17:15:08.932112,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 4.0, 'z': 0.0}}, {'action': 'ROTATE', 'angle': 180.0}, {'action': 'DESCRIBE_SURROUNDINGS'}]","Action 1: Go to coordinates x:1, y:4, z:0 at 0.3 m/s.  
Action 2: Rotate 180 degrees.  
Action 3: Describe surroundings.",Success
2025-01-24T17:15:21.961821,Could you rotate to face the lamp in the corner and then approach it by 1.5 meters?,2025-01-24T17:15:21.960566,2025-01-24T17:15:24.499212,"[{'action': 'ROTATE_TO_FACE', 'object_name': 'lamp in the corner.'}, {'action': 'FORWARD', 'distance': 1.5}]","Action 1: Rotate to face the lamp in the corner.  
Action 2: Move forward 1.5 meters.",Success
2025-01-24T17:15:40.432884,"Could you provide your current position and orientation, please?",2025-01-24T17:15:40.431558,2025-01-24T17:15:42.091320,"[{'action': 'TELL_COORDINATES'}, {'action': 'TELL_ORIENTATION'}]","Action 1: Tell coordinates.
Action 2: Tell orientation.",Success
2025-01-24T17:15:52.612452,"Stop all actions, then turn right 45 degrees and move 2 meters at 0.2 m/s.",2025-01-24T17:15:52.611551,2025-01-24T17:15:55.115456,"[{'action': 'TURN_RIGHT', 'angle': 45.0}, {'action': 'FORWARD', 'distance': 2.0, 'speed': 0.2}]","Action 1: Pause.
Action 2: Turn right 45 degrees.
Action 3: Move forward 2 meters at 0.2 m/s.",Success
2025-01-24T17:16:16.748627,"Among your known destinations, take me to where I can wash my hands.",2025-01-24T17:16:16.747701,2025-01-24T17:16:18.111033,"[{'action': 'NAVIGATE', 'destination_name': 'toilet'}]",Action 1: Navigate to the toilet.,Success
2025-01-24T17:19:39.726022,Hold on. I mean stop moving now,2025-01-24T17:19:39.724800,2025-01-24T17:19:41.216452,[],Action 1: Pause.,
2025-01-24T17:19:49.394592,"Among your known destinations, take me to where I can wash my hands.",2025-01-24T17:19:49.393500,2025-01-24T17:19:51.162157,"[{'action': 'NAVIGATE', 'destination_name': 'toilet'}]",Action 1: Navigate to the toilet.,Success
2025-01-24T17:20:04.715518,"Drive in a 180° arc with a 3-meter radius at 0.25 m/s, then come to a complete stop.",2025-01-24T17:20:04.713876,2025-01-24T17:20:07.147328,[],"Action 1: Move in an arc of 180 degrees with a radius of 3 meters at 0.25 m/s.  
Action 2: Pause.",
2025-01-24T17:20:40.861691,"Move forward 2 meters at 0.4 m/s, turn right 90 degrees, then describe any objects you detect.",2025-01-24T17:20:40.860602,2025-01-24T17:20:42.542487,"[{'action': 'FORWARD', 'distance': 2.0, 'speed': 0.4}, {'action': 'TURN_RIGHT', 'angle': 90.0}, {'action': 'DESCRIBE_SURROUNDINGS'}]","Action 1: Move forward 2 meters at 0.4 m/s.  
Action 2: Turn right 90 degrees.  
Action 3: Describe surroundings.",Success
2025-01-24T17:21:00.715634,"Head to (-3, 2, 0). Turn left 90° there, then move forward 1.5 m at 0.2 m/s.",2025-01-24T17:21:00.714592,2025-01-24T17:21:03.270113,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': -3.0, 'y': 2.0, 'z': 0.0}}, {'action': 'TURN_LEFT', 'angle': 90.0}, {'action': 'FORWARD', 'distance': 1.5, 'speed': 0.2}]","Action 1: Go to coordinates x:-3, y:2, z:0.  
Action 2: Turn left 90 degrees.  
Action 3: Move forward 1.5 meters at 0.2 m/s.",Success
2025-01-24T17:21:20.559792,Kindly provide a snapshot of what is currently in front of you.,2025-01-24T17:21:20.558665,2025-01-24T17:21:21.839181,[{'action': 'SEND_IMAGE'}],Action 1: Send image.,Success
2025-01-24T17:21:32.638324,"If you see a 'trash bin', navigate to it and stop 0.5 meters away.",2025-01-24T17:21:32.636788,2025-01-24T17:21:34.666574,"[{'action': 'NAVIGATE', 'destination_name': 'detected trash bin'}]","Action 1: Navigate to the detected trash bin.  
Action 2: Stop 0.5 meters away from the trash bin.",Success
2025-01-24T17:21:51.154638,Circle around a 2-meter radius for a full 360° at 0.3 m/s.,2025-01-24T17:21:51.153678,2025-01-24T17:21:52.608466,"[{'action': 'CIRCULAR_MOTION', 'radius': 2.0, 'speed': 0.3, 'speed_unit': 'm/s', 'direction': 'clockwise', 'angle': 360.0}]",Action 1: Move in a circle of radius 2 meters at 0.3 m/s.,Success
2025-01-24T17:22:51.534656,Please share your location and your heading direction at this moment.,2025-01-24T17:22:51.533667,2025-01-24T17:22:52.763507,"[{'action': 'TELL_COORDINATES'}, {'action': 'TELL_ORIENTATION'}]","Action 1: Tell coordinates.
Action 2: Tell orientation.",Success
2025-01-24T17:23:25.497757,"Go to the corridor at top speed, then turn around 180° on the spot.",2025-01-24T17:23:25.496712,2025-01-24T17:23:27.193515,"[{'action': 'NAVIGATE', 'destination_name': 'corridor', 'speed': 1.0}, {'action': 'ROTATE', 'angle': 180.0}]","Action 1: Navigate to the corridor at 1.0 m/s.  
Action 2: Rotate 180 degrees on the spot.",Success
